Temperatura,Humedad,pH,PotencialRedox
272.963209507789,29.743377593311525,5.052243989162342,0.324083969394795
319.0571445127933,56.28494665190548,7.760884275311541,-0.38508228041631654
301.5595153449124,31.83951848957578,8.107233631462636,-0.6769220003059587
290.89267873576296,21.75392597329417,3.4031079218318516,0.6116762888408679
255.4814912353949,79.31297537843108,13.604600160939261,1.030999522495951
255.4795616268962,45.48447399026929,11.07672670369449,0.9312801191161986
247.64668897345595,51.35056409375848,13.213486240334458,-0.8392175232226385
312.2940916619948,21.505036275730866,12.632755555559434,-0.3092123758512146
291.0892009394567,39.11234550949635,8.772699724544108,0.33126343140356396
299.6458062236836,52.21845179419732,12.984365055300518,0.9755451271223592
244.6467595436642,26.980128451553945,2.1504025266749536,-0.47917423784528995
320.59278817295956,57.51396036691344,3.5477772114488877,-0.18565897666381712
309.5954112640337,37.9872262016239,1.5879547558369949,-1.1063349740060282
259.9871288542621,44.166125004134464,5.2292942999224366,-1.1962066240806708
257.54599737656804,37.96586775541206,6.052804765963266,0.812525822394198
257.6723607882747,87.04556369017875,4.527537413060647,1.356240028570823
267.339379436763,49.730055505241324,11.773587618975082,-0.07201012158033385
284.98051453057906,28.84578142088199,5.637793247016661,1.0035328978920242
277.55560149136926,66.45089824206377,4.65214862593595,0.36163602504763415
266.29833121584335,25.583127000579555,8.05504908105723,-0.6451197546051243
